# r  f_numerical(r)  f_exact(r)=r*exp(-r)
0.00435416141215 0.0043352383762 0.00433524390538
0.0044011045741 0.00438177181481 0.00438177741425
0.0044480465918 0.004428299741 0.00442830541071
0.00449498750218 0.00447482219201 0.00447482793199
0.00454192734134 0.00452133920423 0.00452134501446
0.00458886614428 0.00456785081296 0.00456785669344
0.00463580394445 0.00461435705191 0.00461436300264
0.00468274077426 0.00466085795381 0.00466086397477
0.00472967666546 0.00470735355066 0.00470735964185
0.00477661164884 0.00475384387354 0.00475385003497
0.00482354575402 0.00480032895236 0.00480033518401
0.00487047901002 0.00484680881639 0.00484681511825
0.00491741144444 0.00489328349352 0.0048932898656
0.00496434308463 0.00493975301137 0.00493975945365
0.00501127395714 0.00498621739674 0.00498622390922
0.00505820408774 0.00503267667567 0.00503268325834
0.00510513350117 0.00507913087315 0.00507913752602
0.00515206222171 0.00512558001376 0.00512558673681
0.00519899027297 0.00517202412133 0.00517203091456
0.00524591767784 0.00521846321901 0.00521847008242
0.00529284445829 0.00526489732904 0.00526490426261
0.0053397706362 0.00531132647354 0.00531133347728
0.00538669623282 0.005357750674 0.0053577577479
0.00543362126851 0.00540416995105 0.0054041770951
0.00548054576304 0.0054505843247 0.00545059153891
0.00552746973619 0.00549699381497 0.00549700109932
0.00557439320687 0.00554339844101 0.0055434057955
0.00562131619375 0.00558979822173 0.00558980564635
0.00566823871467 0.00563619317522 0.00563620066996
0.00571516078698 0.00568258331905 0.00568259088393
0.00576208242809 0.00572896867089 0.00572897630588
0.00580900365436 0.00577534924732 0.00577535695242
0.00585592448224 0.00582172506503 0.00582173284024
0.00590284492773 0.00586809614025 0.00586810398556
0.00594976500638 0.00591446248874 0.00591447040416
0.00599668473301 0.00596082412559 0.00596083211109
0.00604360412259 0.00600718106597 0.00600718912157
0.00609052318997 0.00605353332495 0.00605354145063
0.00613744194873 0.00609988091635 0.00609988911211
0.00618436041291 0.00614622385443 0.00614623212027
0.00623127859562 0.00619256215253 0.00619257048843
0.00627819651044 0.00623889582443 0.0062389042304
0.00632511417 0.00628522488301 0.00628523335904
0.00637203158689 0.00633154934105 0.00633155788714
0.00641894877335 0.00637786921103 0.00637787782716
0.00646586574127 0.00642418450505 0.00642419319123
0.00651278250252 0.00647049523519 0.00647050399141
0.00655969906863 0.0065168014132 0.00651681023945
0.00660661545082 0.00656310305051 0.0065631119468
0.00665353166001 0.00660940015827 0.00660940912458
0.00670044770712 0.00665569274758 0.00665570178392
0.00674736360248 0.006701980829 0.00670198993536
0.00679427935671 0.00674826441336 0.00674827358973
0.00684119497959 0.00679454351065 0.00679455275703
0.0068881104812 0.00684081813115 0.00684082744753
0.00693502587107 0.00688708828461 0.00688709767098
0.00698194115876 0.00693335398078 0.00693336343715
0.00702885635358 0.00697961522919 0.00697962475555
0.00707577146461 0.00702587203911 0.00702588163545
0.00712268650094 0.00707212441985 0.00707213408617
0.00716960147117 0.0071183723802 0.0071183821165
0.00721651638424 0.0071646159293 0.00716462573557
0.00726343124827 0.00721085507548 0.00721086495172
0.00731034607149 0.00725708982717 0.00725709977337
0.00735726086218 0.00730332019284 0.007303330209
0.00740417562812 0.00734954618048 0.00734955626659
0.0074510903769 0.00739576779788 0.00739577795394
0.0074980051165 0.0074419850532 0.0074419952792
0.00754491985437 0.00748819795411 0.00748820825005
0.00759183459783 0.0075344065081 0.00753441687397
0.00763874935369 0.00758061072221 0.00758062115801
0.00768566412945 0.00762681060411 0.00762682110983
0.00773257893187 0.00767300616076 0.00767301673641
0.0077794937681 0.00771919739949 0.00771920804506
0.00782640864454 0.00776538432692 0.00776539504239
0.007873323568 0.00781156695004 0.00781157773542
0.00792023854486 0.00785774527541 0.0078577561307
0.00796715358133 0.00790391930945 0.00790393023463
0.00801406868375 0.00795008905867 0.00795010005375
0.00806098385832 0.00799625452947 0.00799626559444
0.00810789911079 0.0080424157278 0.00804242686265
0.00815481444735 0.00808857266003 0.00808858386476
0.00820172987376 0.00813472533211 0.00813473660672
0.00824864539592 0.00818087375012 0.0081808850946
0.00829556101931 0.00822701791974 0.00822702933408
0.00834247674958 0.00827315784678 0.00827316933099
0.00838939259194 0.00831929353667 0.00831930509074
0.00843630855179 0.00836542499497 0.00836543661889
0.00848322463438 0.00841155222713 0.0084115639209
0.00853014084485 0.00845767523847 0.00845768700209
0.00857705718823 0.00850379403421 0.00850380586767
0.00862397366972 0.00854990861972 0.00854992052301
0.00867089029409 0.00859601899997 0.0085960309731
0.00871780706633 0.00864212518012 0.00864213722307
0.008764723991 0.00868822716491 0.00868823927769
0.00881164107285 0.00873432495929 0.00873433714189
0.00885855831656 0.0087804185681 0.00878043082051
0.00890547572665 0.00882650799606 0.00882652031828
0.00895239330759 0.0088725932478 0.00887260563983
0.00899931106372 0.00891867432786 0.00891868678969
0.00904622899931 0.00896475124067 0.0089647637723
0.00909314711881 0.00901082399088 0.00901083659231
0.00914006542658 0.00905689258301 0.00905690525422
0.00918698392659 0.00910295702122 0.00910296976222
0.00923390262275 0.00914901730959 0.00914903012037
0.00928082151917 0.00919507345241 0.00919508633297
0.00932774061985 0.00924112545387 0.0092411384042
0.00937465992874 0.00928717331808 0.00928718633817
0.00942157944941 0.00933321704879 0.00933323013865
0.00946849918592 0.00937925665024 0.00937926980986
0.00951541914197 0.00942529212631 0.00942530535568
0.0095623393212 0.0094713234808 0.00947133677992
0.00960925972716 0.00951735071744 0.00951736408631
0.00965618036361 0.00956337384018 0.00956338727879
0.00970310123369 0.00960939285232 0.00960940636067
0.00975002234104 0.00965540775768 0.00965542133577
0.00979694368894 0.00970141855972 0.00970143220753
0.0098438652809 0.00974742526211 0.00974743897965
0.00989078712035 0.00979342786845 0.00979344165571
0.00993770921067 0.0098394263823 0.00983944023928
0.00998463155487 0.00988542080685 0.00988543473354
0.0100315541562 0.00993141114554 0.00993142514194
0.0100784770179 0.00997739740172 0.00997741146783
0.0101254001429 0.0100233795784 0.0100233937143
0.0101723235341 0.010069357679 0.0100693718845
0.0102192471946 0.0101153317065 0.0101153459817
0.0102661711275 0.0101613016642 0.0101613160091
0.0103130953356 0.0102072675551 0.0102072819697
0.0103600198218 0.0102532293824 0.0102532438666
0.010406944589 0.010299187149 0.0102992017029
0.0104538696402 0.0103451408581 0.0103451554817
0.0105007949782 0.0103910905126 0.0103911052059
0.0105477206056 0.0104370361155 0.0104370508784
0.0105946465252 0.0104829776694 0.010482992502
0.0106415727394 0.0105289151773 0.0105289300795
0.0106884992511 0.0105748486421 0.0105748636139
0.0107354260629 0.0106207780664 0.0106207931079
0.0107823531773 0.010666703453 0.0106667185641
0.0108292805969 0.0107126248046 0.0107126399855
0.0108762083241 0.010758542124 0.0107585573745
0.0109231363613 0.0108044554136 0.0108044707337
0.010970064711 0.0108503646759 0.0108503800656
0.0110169933755 0.0108962699136 0.010896285373
0.0110639223575 0.0109421711296 0.0109421866585
0.0111108516592 0.010988068326 0.0109880839246
0.0111577812827 0.0110339615054 0.0110339771736
0.0112047112306 0.0110798506703 0.0110798664081
0.0112516415053 0.0111257358233 0.0111257516307
0.0112985721087 0.0111716169666 0.0111716328436
0.0113455030431 0.0112174941026 0.0112175100492
0.0113924343107 0.0112633672336 0.0112633832498
0.0114393659135 0.0113092363619 0.0113092524476
0.0114862978541 0.0113551014901 0.0113551176455
0.0115332301345 0.0114009626204 0.0114009788454
0.0115801627565 0.011446819755 0.0114468360494
0.0116270957224 0.011492672896 0.0114926892601
0.0116740290344 0.0115385220459 0.0115385384795
0.0117209626942 0.0115843672067 0.0115843837099
0.011767896704 0.0116302083807 0.0116302249534
0.0118148310654 0.0116760455695 0.0116760622118
0.0118617657807 0.0117218787757 0.0117218954876
0.0119087008517 0.0117677080013 0.0117677247827
0.0119556362803 0.0118135332483 0.0118135500993
0.0120025720685 0.0118593545188 0.0118593714393
0.0120495082178 0.0119051718146 0.0119051888046
0.0120964447305 0.0119509851381 0.0119510021977
0.0121433816084 0.0119967944912 0.0119968116203
0.012190318853 0.0120425998757 0.0120426170743
0.0122372564664 0.0120884012936 0.0120884185617
0.0122841944498 0.0121341987465 0.0121342160842
0.0123311328051 0.0121799922365 0.0121800096437
0.0123780715346 0.0122257817659 0.0122257992426
0.0124250106396 0.0122715673362 0.0122715848823
0.0124719501215 0.012317348949 0.0123173665647
0.0125188899826 0.0123631266067 0.0123631442919
0.0125658302244 0.012408900311 0.0124089180656
0.0126127708481 0.0124546700633 0.0124546878874
0.0126597118556 0.0125004358655 0.0125004537592
0.0127066532484 0.0125461977195 0.0125462156826
0.0127535950283 0.012591955627 0.0125919736596
0.0128005371967 0.0126377095898 0.0126377276918
0.0128474797552 0.0126834596095 0.012683477781
0.012894422705 0.0127292056874 0.0127292239284
0.012941366048 0.0127749478258 0.0127749661363
0.0129883097856 0.0128206860261 0.012820704406
0.0130352539193 0.01286642029 0.0128664387394
0.0130821984505 0.012912150619 0.0129121691378
0.0131291433808 0.0129578770148 0.0129578956031
0.0131760887117 0.0130035994792 0.0130036181369
0.0132230344442 0.0130493180134 0.0130493367406
0.0132699805802 0.0130950326193 0.0130950514159
0.0133169271208 0.0131407432982 0.0131407621642
0.0133638740673 0.0131864500517 0.0131864689871
0.0134108214213 0.0132321528813 0.0132321718861
0.0134577691841 0.0132778517886 0.0132778708628
0.0135047173571 0.0133235467752 0.0133235659188
0.0135516659415 0.0133692378423 0.0133692570554
0.0135986149386 0.0134149249916 0.0134149442741
0.0136455643496 0.0134606082243 0.0134606275761
0.0136925141762 0.0135062875422 0.0135063069635
0.0137394644195 0.0135519629466 0.0135519824373
0.0137864150809 0.0135976344391 0.0135976539992
0.0138333661615 0.013643302021 0.0136433216504
0.0138803176627 0.0136889656937 0.0136889853925
0.0139272695854 0.0137346254583 0.0137346452265
0.0139742219309 0.0137802813164 0.013780301154
0.0140211747003 0.0138259332692 0.0138259531762
0.0140681278952 0.0138715813183 0.0138716012946
0.0141150815165 0.0139172254649 0.0139172455107
0.0141620355655 0.0139628657104 0.0139628858255
0.0142089900433 0.0140085020561 0.0140085222405
0.0142559449512 0.0140541345034 0.0140541547572
0.0143029002901 0.0140997630534 0.0140997833765
0.0143498560615 0.0141453877077 0.0141454081002
0.0143968122661 0.0141910084672 0.0141910289291
0.0144437689052 0.0142366253334 0.0142366458646
0.0144907259799 0.0142822383075 0.014282258908
0.0145376834911 0.0143278473904 0.0143278680603
0.01458464144 0.0143734525836 0.0143734733228
0.0146315998279 0.0144190538887 0.0144190746972
0.0146785586557 0.0144646513066 0.0144646721844
0.0147255179247 0.0145102448387 0.0145102657858
0.0147724776358 0.014555834486 0.0145558555025
0.0148194377901 0.0146014202499 0.0146014413357
0.0148663983885 0.0146470021315 0.0146470232866
0.0149133594319 0.0146925801318 0.0146926013562
0.0149603209214 0.0147381542519 0.0147381755456
0.015007282858 0.0147837244931 0.0147837458561
0.0150542452425 0.0148292908564 0.0148293122886
0.0151012080761 0.014874853343 0.0148748748445
0.0151481713597 0.0149204119541 0.0149204335249
0.0151951350944 0.0149659666908 0.0149659883309
0.0152420992811 0.0150115175542 0.0150115392636
0.0152890639207 0.0150570645454 0.0150570863241
0.015336029014 0.0151026076654 0.0151026295134
0.0153829945623 0.0151481469156 0.0151481688328
0.0154299605663 0.0151936822967 0.0151937042832
0.0154769270271 0.0152392138101 0.0152392358658
0.0155238939453 0.0152847414566 0.0152847635816
0.015570861322 0.0153302652374 0.0153302874316
0.015617829158 0.0153757851534 0.0153758074169
0.0156647974544 0.0154213012059 0.0154213235386
0.0157117662119 0.0154668133957 0.0154668357977
0.0157587354314 0.0155123217239 0.0155123441951
0.0158057051136 0.0155578261914 0.0155578487318
0.0158526752597 0.0156033267994 0.0156033494091
0.0158996458705 0.015648823549 0.0156488462279
0.0159466169469 0.0156943164411 0.0156943391893
0.0159935884897 0.0157398054768 0.0157398282941
0.0160405604994 0.0157852906567 0.0157853135433
0.0160875329774 0.0158307719823 0.0158307949381
0.0161345059239 0.015876249454 0.015876272479
0.0161814793401 0.0159217230731 0.0159217461673
0.0162284532266 0.0159671928404 0.0159672160038
0.0162754275844 0.0160126587571 0.0160126819897
0.0163224024145 0.0160581208241 0.0160581441259
0.0163693777175 0.0161035790425 0.0161036024135
0.0164163534941 0.0161490334129 0.016149056853
0.016463329745 0.0161944839362 0.0161945074456
0.0165103064713 0.0162399306137 0.0162399541922
0.0165572836733 0.0162853734459 0.0162853970936
0.0166042613522 0.0163308124339 0.0163308361508
0.0166512395084 0.0163762475785 0.0163762713646
0.0166982181429 0.0164216788809 0.0164217027361
0.0167451972567 0.0164671063419 0.0164671302663
0.0167921768498 0.016512529962 0.0165125539556
0.0168391569235 0.0165579497425 0.0165579738052
0.0168861374783 0.016603365684 0.0166033898159
0.0169331185148 0.0166487777873 0.0166488019884
0.0169801000338 0.0166941860535 0.0166942103236
0.017027082036 0.0167395904832 0.0167396148225
0.0170740645223 0.0167849910775 0.016785015486
0.0171210474936 0.0168303878375 0.0168304123151
0.0171680309503 0.0168757807638 0.0168758053105
0.017215014893 0.0169211698571 0.016921194473
0.0172619993228 0.0169665551185 0.0169665798035
0.01730898424 0.0170119365487 0.0170119613029
0.0173559696453 0.0170573141485 0.0170573389718
0.0174029555396 0.0171026879188 0.0171027128112
0.0174499419236 0.0171480578605 0.017148082822
0.0174969287978 0.0171934239743 0.0171934490049
0.0175439161629 0.017238786261 0.0172388113607
0.0175909040192 0.0172841447211 0.0172841698899
0.0176378923679 0.0173294993559 0.0173295245938
0.0176848812092 0.0173748501657 0.0173748754727
0.0177318705439 0.0174201971516 0.0174202225277
0.0177788603728 0.0174655403144 0.0174655657596
0.0178258506964 0.0175108796548 0.017510905169
0.0178728415153 0.0175562151735 0.0175562407569
0.0179198328299 0.0176015468712 0.0176015725236
0.0179668246413 0.0176468747489 0.0176469004704
0.01801381695 0.0176921988075 0.017692224598
0.0180608097565 0.0177375190474 0.0177375449071
0.0181078030616 0.0177828354698 0.0177828613985
0.0181547968657 0.017828148075 0.0178281740728
0.0182017911693 0.0178734568638 0.0178734829306
0.0182487859732 0.0179187618371 0.017918787973
0.0182957812779 0.0179640629956 0.0179640892006
0.0183427770843 0.0180093603403 0.0180093866143
0.0183897733927 0.0180546538716 0.0180546802146
0.0184367702038 0.0180999435904 0.0180999700025
0.0184837675181 0.0181452294973 0.0181452559784
0.0185307653362 0.0181905115931 0.0181905381432
0.0185777636587 0.0182357898784 0.0182358164976
0.0186247624857 0.0182810643537 0.0182810910419
0.0186717618179 0.0183263350197 0.018326361777
0.0187187616564 0.0183716018776 0.0183716287039
0.0187657620015 0.018416864928 0.0184168918233
0.0188127628534 0.0184621241711 0.0184621511354
0.018859764213 0.018507379608 0.0185074066413
0.018906766081 0.0185526312395 0.0185526583418
0.0189537684579 0.0185978790663 0.0185979062376
0.0190007713441 0.0186431230889 0.0186431503292
0.01904777474 0.0186883633079 0.0186883906172
0.0190947786464 0.0187335997241 0.0187336271024
0.0191417830637 0.0187788323383 0.0187788597856
0.0191887879924 0.0188240611509 0.0188240886672
0.0192357934332 0.0188692861628 0.0188693137481
0.0192827993863 0.0189145073745 0.0189145350288
0.0193298058526 0.0189597247869 0.0189597525102
0.0193768128325 0.0190049384005 0.0190049661928
0.0194238203264 0.0190501482159 0.0190501760772
0.0194708283349 0.0190953542339 0.0190953821641
0.0195178368583 0.0191405564549 0.0191405844541
0.0195648458973 0.0191857548798 0.019185782948
0.0196118554525 0.0192309495092 0.0192309776463
0.0196588655241 0.0192761403435 0.0192761685496
0.0197058761127 0.0193213273835 0.0193213556586
0.0197528872186 0.0193665106297 0.0193665389737
0.0197998988429 0.0194116900832 0.0194117184961
0.0198469109855 0.0194568657441 0.019456894226
0.0198939236469 0.0195020376131 0.0195020661639
0.0199409368279 0.019547205691 0.0195472343107
0.0199879505285 0.0195923699781 0.0195923986668
0.0200349647496 0.0196375304753 0.019637559233
0.0200819794916 0.0196826871833 0.0196827160099
0.0201289947552 0.0197278401027 0.0197278689982
0.0201760105404 0.019772989234 0.0197730181984
0.020223026848 0.0198181345778 0.0198181636112
0.0202700436782 0.0198632761347 0.0198633052369
0.0203170610317 0.0199084139053 0.0199084430764
0.0203640789087 0.0199535478901 0.0199535771302
0.02041109731 0.0199986780901 0.0199987073991
0.020458116236 0.0200438045057 0.0200438338836
0.0205051356869 0.0200889271371 0.0200889565839
0.0205521556632 0.0201340459854 0.0201340755011
0.0205991761654 0.0201791610508 0.0201791906354
0.0206461971938 0.020224272334 0.0202243019875
0.0206932187489 0.0202693798357 0.020269409558
0.0207402408315 0.0203144835564 0.0203145133477
0.0207872634416 0.0203595834968 0.0203596133569
0.0208342865797 0.0204046796572 0.0204047095862
0.0208813102464 0.0204497720384 0.0204498020363
0.0209283344423 0.0204948606411 0.0204948907079
0.0209753591675 0.0205399454657 0.0205399756014
0.0210223844228 0.020585026513 0.0205850567175
0.0210694102082 0.0206301037832 0.0206301340566
0.0211164365243 0.020675177277 0.0206752076193
0.0211634633715 0.020720246995 0.0207202774061
0.0212104907501 0.0207653129376 0.0207653434176
0.0212575186606 0.0208103751054 0.0208104056543
0.0213045471033 0.020855433499 0.0208554641167
0.0213515760787 0.0209004881189 0.0209005188054
0.0213986055873 0.0209455389657 0.0209455697211
0.0214456356293 0.0209905860399 0.0209906168642
0.0214926662052 0.021035629342 0.0210356602351
0.0215396973156 0.0210806688729 0.0210806998348
0.021586728961 0.021125704633 0.0211257356637
0.0216337611416 0.0211707366227 0.0211707677223
0.0216807938574 0.0212157648425 0.0212157960109
0.0217278271095 0.0212607892931 0.0212608205303
0.0217748608976 0.0213058099747 0.0213058412807
0.0218218952224 0.021350826888 0.0213508582628
0.0218689300841 0.0213958400334 0.0213958714771
0.0219159654835 0.0214408494118 0.0214408809243
0.0219630014205 0.0214858550233 0.0214858866046
0.0220100378958 0.0215308568687 0.0215308885188
0.0220570749099 0.0215758549485 0.0215758866675
0.0221041124631 0.0216208492634 0.0216208810512
0.0221511505554 0.0216658398134 0.0216658716699
0.0221981891875 0.0217108265994 0.0217108585247
0.02224522836 0.0217558096219 0.021755841616
0.022292268073 0.0218007888815 0.0218008209444
0.0223393083269 0.0218457643786 0.0218457965102
0.022386349122 0.0218907361135 0.0218907683139
0.0224333904586 0.0219357040868 0.021935736356
0.0224804323373 0.0219806682992 0.0219807006372
0.022527474758 0.0220256287507 0.0220256611575
0.0225745177214 0.0220705854422 0.0220706179177
0.022621561228 0.0221155383742 0.0221155709185
0.0226686052778 0.022160487547 0.0221605201601
0.0227156498714 0.0222054329613 0.0222054656432
0.022762695009 0.0222503746175 0.0222504073681
0.0228097406912 0.0222953125162 0.0222953453356
0.0228567869183 0.0223402466579 0.022340279546
0.0229038336905 0.022385177043 0.0223852099999
0.0229508810083 0.0224301036719 0.0224301366976
0.022997928872 0.0224750265453 0.0224750596397
0.0230449772816 0.0225199456634 0.0225199788266
0.0230920262381 0.022564861027 0.0225648942589
0.0231390757413 0.0226097726364 0.022609805937
0.0231861257917 0.0226546804919 0.0226547138613
0.0232331763897 0.0226995845943 0.0226996180324
0.0232802275355 0.0227444849439 0.0227445184507
0.0233272792295 0.0227893815411 0.0227894151166
0.0233743314721 0.0228342743866 0.0228343080308
0.0234213842636 0.0228791634806 0.0228791971936
0.0234684376044 0.022924048824 0.0229240826057
0.0235154914951 0.0229689304171 0.0229689642676
0.0235625459356 0.0230138082604 0.0230138421796
0.0236096009266 0.0230586823543 0.0230587163422
0.023656656468 0.0231035526993 0.0231035867558
0.0237037125605 0.0231484192958 0.0231484534211
0.0237507692043 0.0231932821444 0.0231933163384
0.0237978263994 0.0232381412451 0.0232381755078
0.0238448841463 0.0232829965987 0.02328303093
0.0238919424454 0.0233278482055 0.0233278826056
0.0239390012968 0.0233726960659 0.0233727305347
0.0239860607011 0.0234175401807 0.0234175747181
0.0240331206587 0.0234623805503 0.0234624151564
0.0240801811698 0.0235072171751 0.0235072518499
0.0241272422345 0.0235520500553 0.0235520847988
0.0241743038534 0.0235968791917 0.0235969140039
0.0242213660267 0.0236417045846 0.0236417394654
0.0242684287546 0.0236865262343 0.0236865611838
0.0243154920375 0.0237313441414 0.0237313791596
0.0243625558759 0.0237761583065 0.0237761933933
0.0244096202696 0.0238209687296 0.0238210038851
0.0244566852194 0.0238657754115 0.0238658106357
0.0245037507253 0.0239105783524 0.0239106136452
0.0245508167877 0.0239553775529 0.0239554129144
0.0245978834071 0.0240001730137 0.0240002084438
0.0246449505838 0.024044964735 0.0240450002338
0.0246920183179 0.0240897527172 0.0240897882846
0.0247390866098 0.0241345369607 0.0241345725968
0.0247861554596 0.024179317466 0.0241793531707
0.0248332248678 0.0242240942334 0.0242241300068
0.0248802948347 0.0242688672636 0.0242689031056
0.0249273653603 0.0243136365567 0.0243136724674
0.0249744364452 0.0243584021133 0.0243584380926
0.0250215080896 0.024403163934 0.0244031999819
0.0250685802939 0.0244479220189 0.0244479581355
0.0251156530582 0.0244926763686 0.0244927125538
0.025162726383 0.0245374269837 0.0245374632375
0.0252098002683 0.0245821738642 0.0245822101866
0.0252568747148 0.024626917011 0.024626953402
0.0253039497224 0.0246716564241 0.0246716928837
0.0253510252914 0.0247163921041 0.0247164286323
0.0253981014224 0.0247611240514 0.0247611606483
0.0254451781153 0.0248058522664 0.0248058889319
0.0254922553704 0.0248505767494 0.0248506134835
0.0255393331882 0.0248952975009 0.0248953343036
0.0255864115688 0.0249400145213 0.0249400513926
0.0256334905127 0.0249847278113 0.0249847647511
0.0256805700201 0.0250294373709 0.0250294743794
0.0257276500911 0.0250741432007 0.0250741802778
0.0257747307264 0.0251188453014 0.025118882447
0.025821811926 0.0251635436731 0.0251635808873
0.0258688936901 0.0252082383162 0.025208275599
0.0259159760194 0.0252529292314 0.0252529665828
0.0259630589137 0.0252976164187 0.0252976538387
0.0260101423735 0.0253422998789 0.0253423373674
0.0260572263987 0.0253869796119 0.025387017169
0.0261043109897 0.0254316556182 0.0254316932439
0.0261513961469 0.0254763278984 0.0254763655927
0.0261984818708 0.025520996453 0.0255210342158
0.0262455681613 0.0255656612822 0.0255656991136
0.0262926550188 0.0256103223865 0.0256103602864
0.0263397424437 0.0256549797664 0.0256550177349
0.0263868304361 0.0256996334222 0.0256996714593
0.0264339189963 0.0257442833542 0.0257443214598
0.0264810081244 0.0257889295628 0.0257889677369
0.026528097821 0.0258335720485 0.0258336102913
0.0265751880862 0.0258782108119 0.0258782491232
0.0266222789202 0.025922845853 0.0259228842328
0.0266693703233 0.0259674771723 0.0259675156206
0.0267164622957 0.0260121047703 0.0260121432872
0.0267635548379 0.0260567286474 0.0260567672329
0.0268106479497 0.0261013488038 0.0261013874578
0.0268577416316 0.0261459652399 0.0261460039624
0.0269048358837 0.0261905779561 0.0261906167471
0.0269519307064 0.0262351869527 0.0262352258123
0.0269990261 0.0262797922304 0.0262798311585
0.0270461220649 0.0263243937897 0.0263244327863
0.0270932186013 0.0263689916308 0.0263690306959
0.0271403157094 0.0264135857541 0.0264136248877
0.0271874133895 0.02645817616 0.0264582153621
0.0272345116417 0.0265027628487 0.0265028021194
0.0272816104661 0.0265473458206 0.0265473851598
0.027328709863 0.026591925076 0.0265919644837
0.0273758098327 0.0266365006154 0.0266365400916
0.0274229103756 0.0266810724393 0.026681111984
0.0274700114919 0.026725640548 0.0267256801612
0.0275171131817 0.0267702049417 0.0267702446234
0.0275642154454 0.0268147656211 0.0268148053713
0.0276113182832 0.0268593225865 0.0268593624051
0.0276584216955 0.0269038758382 0.0269039157254
0.0277055256824 0.0269484253766 0.0269484653323
0.0277526302443 0.0269929712023 0.0269930112265
0.0277997353814 0.0270375133156 0.0270375534082
0.0278468410937 0.0270820517165 0.0270820918776
0.0278939473814 0.0271265864055 0.0271266266351
0.0279410542451 0.0271711173832 0.0271711576813
0.0279881616847 0.0272156446498 0.0272156850163
0.0280352697004 0.0272601682054 0.0272602086405
0.0280823782925 0.0273046880507 0.0273047285542
0.0281294874614 0.0273492041861 0.027349244758
0.0281765972073 0.0273937166118 0.0273937572522
0.0282237075307 0.0274382253286 0.0274382660375
0.0282708184313 0.0274827303364 0.0274827711137
0.0283179299096 0.0275272316356 0.0275272724814
0.0283650419657 0.0275717292266 0.0275717701409
0.0284121546 0.0276162231099 0.0276162640926
0.0284592678125 0.0276607132856 0.0276607543368
0.0285063816036 0.0277051997543 0.0277052408739
